Model Outputs
250
,,MJR_V2:LAbsAnkleAngle,,,MJR_V2:LAnkleAngles,,,MJR_V2:LAnkleForce,,,MJR_V2:LAnkleMoment,,,MJR_V2:LAnklePower,,,MJR_V2:LFE,,,,,,,,,MJR_V2:LFO,,,,,,,,,MJR_V2:LFootProgressAngles,,,MJR_V2:LGroundReactionForce,,,MJR_V2:LGroundReactionMoment,,,MJR_V2:LHipAngles,,,MJR_V2:LHipForce,,,MJR_V2:LHipMoment,,,MJR_V2:LHipPower,,,MJR_V2:LKneeAngles,,,MJR_V2:LKneeForce,,,MJR_V2:LKneeMoment,,,MJR_V2:LKneePower,,,MJR_V2:LNormalisedGRF,,,MJR_V2:LPelvisAngles,,,MJR_V2:LTI,,,,,,,,,MJR_V2:LTO,,,,,,,,,MJR_V2:PEL,,,,,,,,,MJR_V2:RAbsAnkleAngle,,,MJR_V2:RAnkleAngles,,,MJR_V2:RAnkleForce,,,MJR_V2:RAnkleMoment,,,MJR_V2:RAnklePower,,,MJR_V2:RFE,,,,,,,,,MJR_V2:RFO,,,,,,,,,MJR_V2:RFootProgressAngles,,,MJR_V2:RGroundReactionForce,,,MJR_V2:RGroundReactionMoment,,,MJR_V2:RHipAngles,,,MJR_V2:RHipForce,,,MJR_V2:RHipMoment,,,MJR_V2:RHipPower,,,MJR_V2:RKneeAngles,,,MJR_V2:RKneeForce,,,MJR_V2:RKneeMoment,,,MJR_V2:RKneePower,,,MJR_V2:RNormalisedGRF,,,MJR_V2:RPelvisAngles,,,MJR_V2:RTI,,,,,,,,,MJR_V2:RTO,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
263,0,19.8266,0,0,25.0361,-6.78682,36.7288,-0.140732,0.0279414,-0.00145449,-17.0874,-3.79157e-15,3.17748,0,0,0.00848757,0.276413,-3.72809,101.645,304.29,-22.1336,769.885,345.522,345.522,345.522,79.8022,-54.7193,68.6584,264.768,-0.504616,371.309,244.497,244.497,244.497,-89.0672,-11.1134,-9.84997,,,,,,,19.278,0.886673,-8.84025,0.0435425,-0.107035,1.58483,30.2945,-5.39204,0.440072,0,0,-0.00297525,22.9916,-5.1567,-39.4821,-0.156134,0.164448,0.559442,-20.7486,26.0647,0.489212,0,0,0.0192513,,,,16.6285,-1.87869,-2.39231,-10.7849,24.8059,137.799,312.874,-168.131,386.588,393.25,393.25,393.25,79.8022,-54.7192,68.6583,250.826,79.7825,370.002,81.4992,81.4992,81.4992,-14.3615,11.9633,91.9445,385.634,-34.3439,1116.63,185.434,185.434,185.434,15.2846,0,0,16.1739,-3.12864,18.8498,-0.142987,-0.0406791,-0.0156456,-10.2626,7.14253e-15,3.68331,0,0,-0.00644197,2.36924,-17.2838,77.5196,546.23,42.0842,774.87,357.637,357.637,357.637,42.3056,-73.2857,74.8968,644.76,-9.38509,368.649,246.616,246.616,246.616,-76.8521,-11.6777,-14.5871,,,,,,,28.017,-10.4365,-13.8324,0.62341,-0.291926,1.61397,-127.887,92.7892,-19.1136,0,0,0.139319,42.102,-4.10819,-20.8324,-0.157174,-0.221088,0.649226,-28.4542,48.7968,3.16605,0,0,0.116312,,,,16.6285,1.87869,2.39231,-30.4098,9.76022,53.8001,582.3,-166.922,418.254,396.921,396.921,396.921,42.3056,-73.2857,74.8968,665.463,68.0851,350.553,82.2055,82.2055,82.2055
264,0,19.9376,0,0,25.1456,-6.76499,36.6308,-0.1407,0.0281843,-0.00185852,-17.1067,-2.04507e-15,3.20449,0,0,0.00838995,0.28382,-3.73677,101.649,303.926,-21.1809,769.61,345.539,345.539,345.539,79.7978,-54.6745,68.6506,264.752,-0.429655,371.271,244.497,244.497,244.497,-89.0435,-11.142,-9.85785,,,,,,,19.2795,0.817612,-8.88714,0.0313902,-0.101047,1.58533,35.1304,-4.56334,0.401731,0,0,-0.0026007,23.1364,-5.13031,-39.4125,-0.160656,0.168536,0.55645,-21.2179,26.6207,0.493575,0,0,0.0191614,,,,16.6172,-1.92956,-2.32972,-10.9193,24.922,137.706,312.888,-168.042,386.61,393.289,393.289,393.289,79.7978,-54.6745,68.6506,250.799,79.855,369.93,81.4992,81.4992,81.4992,-14.3981,11.9056,91.8901,385.273,-33.5262,1116.48,185.434,185.434,185.434,15.0753,0,0,15.9322,-3.09812,18.6481,-0.143516,-0.0401485,-0.016451,-10.1598,-3.0147e-16,3.55736,0,0,-0.00709805,2.56849,-17.5522,77.5148,546.327,44.674,775.174,357.768,357.768,357.768,42.0663,-72.8182,75.0585,644.848,-8.98575,368.526,246.616,246.616,246.616,-76.3492,-11.5123,-14.5602,,,,,,,28.3152,-10.4479,-13.7529,0.640325,-0.289354,1.61191,-133.251,92.8668,-19.4887,0,0,0.148541,42.6787,-4.19144,-20.5233,-0.157934,-0.22145,0.653222,-28.815,48.761,3.07014,0,0,0.11745,,,,16.6172,1.92956,2.32972,-30.6649,9.96439,54.0734,582.5,-166.105,419.574,396.955,396.955,396.955,42.0663,-72.8182,75.0585,665.514,68.332,349.748,82.2055,82.2055,82.2055
265,0,20.0468,0,0,25.255,-6.7447,36.5395,-0.140675,0.0284944,-0.0023513,-17.1231,1.12906e-15,3.24851,0,0,0.00828383,0.290356,-3.7417,101.652,303.563,-20.2395,769.335,345.555,345.555,345.555,79.7929,-54.6297,68.6421,264.736,-0.353911,371.233,244.497,244.497,244.497,-89.0195,-11.1711,-9.86505,,,,,,,19.2773,0.747235,-8.93398,0.0220307,-0.0966415,1.58533,39.1745,-4.1188,0.380048,0,0,-0.00210417,23.277,-5.1018,-39.349,-0.164728,0.17184,0.553824,-21.6753,27.1491,0.513961,0,0,0.0189517,,,,16.6054,-1.97981,-2.26632,-11.0516,25.0375,137.62,312.899,-167.953,386.633,393.326,393.326,393.326,79.7929,-54.6297,68.6421,250.773,79.9284,369.859,81.4992,81.4991,81.4991,-14.4336,11.8477,91.8349,384.922,-32.7029,1116.33,185.434,185.434,185.434,14.8493,0,0,15.6734,-3.06733,18.4441,-0.144132,-0.0396264,-0.0173784,-10.1067,3.2698e-15,3.40734,0,0,-0.00784949,2.77081,-17.8245,77.515,546.432,47.2946,775.504,357.892,357.892,357.892,41.8183,-72.3327,75.2206,644.94,-8.57921,368.396,246.616,246.616,246.616,-75.8283,-11.3377,-14.533,,,,,,,28.6179,-10.4593,-13.6667,0.658951,-0.286318,1.61052,-139.033,92.6833,-19.8772,0,0,0.158912,43.261,-4.27197,-20.2126,-0.158641,-0.221425,0.65753,-29.1539,48.699,2.94963,0,0,0.118593,,,,16.6054,1.97981,2.26632,-30.9195,10.1721,54.3523,582.708,-165.252,420.936,396.982,396.982,396.982,41.8183,-72.3327,75.2206,665.568,68.5742,348.914,82.2055,82.2055,82.2055
266,0,20.1542,0,0,25.364,-6.72585,36.4545,-0.140544,0.0286784,-0.00271271,-17.1236,3.0937e-15,3.28568,0,0,0.00815932,0.295596,-3.74269,101.655,303.203,-19.3115,769.061,345.571,345.571,345.571,79.7875,-54.5851,68.6331,264.721,-0.277854,371.197,244.497,244.497,244.497,-88.9953,-11.2002,-9.87155,,,,,,,19.271,0.675908,-8.98055,0.0161986,-0.094229,1.58456,42.0526,-4.34543,0.393463,0,0,-0.00160353,23.4129,-5.07123,-39.2913,-0.168215,0.17356,0.551524,-22.0858,27.464,0.530188,0,0,0.0185807,,,,16.5928,-2.02927,-2.20214,-11.1815,25.1522,137.539,312.909,-167.864,386.658,393.358,393.358,393.358,79.7875,-54.585,68.6331,250.749,80.0023,369.789,81.4991,81.4992,81.4992,-14.468,11.7897,91.7788,384.579,-31.8743,1116.18,185.434,185.434,185.434,14.6061,0,0,15.3974,-3.03646,18.2391,-0.144784,-0.038946,-0.0184906,-10.1042,3.40894e-15,3.21214,0,0,-0.00872108,2.97639,-18.101,77.5197,546.546,49.9476,775.858,358.008,358.008,358.008,41.5614,-71.829,75.3832,645.036,-8.16527,368.26,246.616,246.616,246.616,-75.2889,-11.1541,-14.5051,,,,,,,28.9254,-10.4711,-13.5738,0.678319,-0.282187,1.60923,-144.907,92.0088,-20.2358,0,0,0.170072,43.8493,-4.3498,-19.9009,-0.159666,-0.220873,0.661988,-29.5415,48.5535,2.78418,0,0,0.119884,,,,16.5928,2.02927,2.20214,-31.1738,10.383,54.6355,582.923,-164.36,422.341,397,397,397,41.5613,-71.829,75.3832,665.625,68.811,348.049,82.2055,82.2054,82.2055
267,0,20.2596,0,0,25.4722,-6.7083,36.3752,-0.140451,0.0289651,-0.00312184,-17.1277,4.11116e-15,3.34337,0,0,0.00803892,0.299155,-3.73976,101.655,302.844,-18.398,768.787,345.587,345.587,345.587,79.7814,-54.5407,68.6236,264.705,-0.201867,371.162,244.497,244.497,244.497,-88.9708,-11.2294,-9.87738,,,,,,,19.2602,0.604073,-9.02687,0.0132963,-0.0939012,1.58331,44.0364,-5.0859,0.433876,0,0,-0.00111863,23.5436,-5.03884,-39.2389,-0.171298,0.174249,0.549731,-22.4763,27.7151,0.564865,0,0,0.0181234,,,,16.5795,-2.07774,-2.1372,-11.3092,25.2657,137.463,312.917,-167.775,386.685,393.386,393.386,393.386,79.7814,-54.5407,68.6236,250.725,80.0763,369.72,81.4991,81.4992,81.4992,-14.501,11.7318,91.7219,384.246,-31.0403,1116.03,185.434,185.434,185.434,14.3457,0,0,15.1041,-3.00569,18.0342,-0.145439,-0.0382482,-0.0196204,-10.1553,7.81504e-15,2.98943,0,0,-0.0097034,3.18542,-18.3823,77.5283,546.668,52.6349,776.238,358.116,358.116,358.116,41.2951,-71.3069,75.5467,645.135,-7.74379,368.117,246.616,246.616,246.616,-74.7308,-10.9618,-14.4762,,,,,,,29.2379,-10.4836,-13.4748,0.698247,-0.278572,1.60796,-150.889,91.3721,-20.6736,0,0,0.1819,44.4439,-4.42506,-19.5888,-0.160508,-0.220434,0.666283,-29.8182,48.4474,2.59083,0,0,0.121085,,,,16.5795,2.07774,2.1372,-31.4278,10.5969,54.922,583.146,-163.428,423.789,397.011,397.011,397.011,41.2951,-71.3068,75.5467,665.684,69.042,347.155,82.2055,82.2054,82.2055
268,0,20.3629,0,0,25.5793,-6.69183,36.3006,-0.140334,0.0291044,-0.00350208,-17.1292,1.31712e-16,3.38901,0,0,0.00791513,0.300771,-3.733,101.655,302.489,-17.4997,768.512,345.603,345.603,345.603,79.7747,-54.4967,68.6139,264.69,-0.126395,371.128,244.497,244.497,244.497,-88.9462,-11.2583,-9.88264,,,,,,,19.2449,0.532071,-9.07305,0.0142013,-0.0959167,1.58229,44.882,-6.44268,0.491299,0,0,-0.000752162,23.6691,-5.00491,-39.191,-0.173792,0.173659,0.548428,-22.8224,27.8104,0.58879,0,0,0.0175797,,,,16.5655,-2.12513,-2.07149,-11.4347,25.3781,137.391,312.924,-167.688,386.714,393.408,393.408,393.408,79.7747,-54.4967,68.6139,250.702,80.1498,369.652,81.4992,81.4992,81.4991,-14.5325,11.674,91.664,383.919,-30.201,1115.87,185.434,185.434,185.434,14.0678,0,0,14.7934,-2.97517,17.8306,-0.146152,-0.0374093,-0.0210221,-10.2742,2.67229e-15,2.7255,0,0,-0.0108306,3.39812,-18.6687,77.5404,546.8,55.3583,776.645,358.217,358.217,358.217,41.0194,-70.7661,75.7113,645.236,-7.31447,367.97,246.616,246.616,246.616,-74.1538,-10.761,-14.446,,,,,,,29.5559,-10.4971,-13.3699,0.719005,-0.274426,1.608,-156.732,90.2826,-21.0598,0,0,0.19413,45.0453,-4.49789,-19.2766,-0.162046,-0.219475,0.67055,-30.1768,48.2494,2.35606,0,0,0.122504,,,,16.5655,2.12513,2.07149,-31.6815,10.8138,55.211,583.378,-162.455,425.283,397.013,397.013,397.014,41.0194,-70.7661,75.7113,665.744,69.2667,346.233,82.2055,82.2055,82.2055
269,0,20.4643,0,0,25.6851,-6.67618,36.2296,-0.140245,0.0293033,-0.00389259,-17.1363,2.9041e-15,3.44628,0,0,0.00780353,0.300182,-3.72256,101.654,302.138,-16.6161,768.236,345.62,345.62,345.62,79.7674,-54.4532,68.6043,264.675,-0.0518409,371.096,244.497,244.497,244.497,-88.9214,-11.2868,-9.8874,,,,,,,19.2249,0.460102,-9.11947,0.0174145,-0.0997379,1.58185,45.0044,-8.24235,0.570621,0,0,-0.000506007,23.7892,-4.96989,-39.1463,-0.176075,0.172233,0.547926,-23.1579,27.8476,0.622769,0,0,0.0170073,,,,16.5506,-2.17144,-2.00492,-11.558,25.4892,137.322,312.928,-167.601,386.744,393.426,393.426,393.426,79.7674,-54.4532,68.6042,250.68,80.2226,369.584,81.4992,81.4992,81.4992,-14.5625,11.6161,91.6053,383.6,-29.3561,1115.72,185.434,185.434,185.434,13.7724,0,0,14.4655,-2.94503,17.6291,-0.14682,-0.0364631,-0.0225968,-10.4551,-3.22342e-15,2.42521,0,0,-0.0120956,3.61481,-18.9606,77.5554,546.94,58.1198,777.081,358.309,358.309,358.309,40.7342,-70.2068,75.8773,645.338,-6.87712,367.819,246.616,246.616,246.616,-73.5576,-10.5521,-14.414,,,,,,,29.8796,-10.5116,-13.2595,0.737867,-0.270691,1.60711,-161.846,89.1495,-21.4843,0,0,0.205784,45.6539,-4.56865,-18.9644,-0.16401,-0.218644,0.673656,-30.525,48.0666,2.08488,0,0,0.124034,,,,16.5506,2.17144,2.00492,-31.9351,11.0332,55.5019,583.617,-161.437,426.821,397.009,397.009,397.009,40.7342,-70.2067,75.8773,665.801,69.4847,345.283,82.2054,82.2055,82.2054
270,0,20.5639,0,0,25.7892,-6.66106,36.1609,-0.140077,0.029329,-0.00419172,-17.1367,-4.58468e-15,3.48416,0,0,0.00769521,0.297241,-3.70869,101.652,301.792,-15.7466,767.96,345.639,345.639,345.639,79.7596,-54.4103,68.5947,264.659,0.0213751,371.064,244.497,244.497,244.497,-88.8964,-11.3149,-9.89181,,,,,,,19.2003,0.388403,-9.16658,0.0234686,-0.105438,1.58113,44.236,-10.4599,0.645683,0,0,-0.000443542,23.9043,-4.93431,-39.1032,-0.177804,0.169911,0.547992,-23.4179,27.7565,0.64006,0,0,0.0163858,,,,16.5348,-2.21668,-1.93741,-11.6793,25.5991,137.255,312.932,-167.517,386.776,393.438,393.438,393.438,79.7596,-54.4102,68.5947,250.658,80.2941,369.517,81.4992,81.4991,81.4992,-14.5909,11.5582,91.5454,383.287,-28.5055,1115.57,185.434,185.434,185.434,13.4596,0,0,14.1205,-2.91536,17.4302,-0.147529,-0.0354091,-0.0243834,-10.7157,-3.17704e-15,2.09023,0,0,-0.0135255,3.83571,-19.2582,77.5731,547.089,60.9211,777.545,358.395,358.395,358.395,40.4397,-69.6287,76.0452,645.439,-6.43157,367.664,246.616,246.616,246.616,-72.9424,-10.3354,-14.3795,,,,,,,30.2093,-10.5271,-13.1436,0.755818,-0.267239,1.60677,-166.311,87.8356,-21.8946,0,0,0.216874,46.2699,-4.63748,-18.6524,-0.166839,-0.217724,0.676194,-30.9184,47.8465,1.7787,0,0,0.125721,,,,16.5348,2.21668,1.93741,-32.1885,11.2553,55.7946,583.865,-160.376,428.405,396.998,396.999,396.998,40.4397,-69.6287,76.0452,665.854,69.6956,344.306,82.2055,82.2055,82.2055
271,0,20.6619,0,0,25.8914,-6.64619,36.0932,-0.139983,0.0294928,-0.00452765,-17.1504,-2.78788e-15,3.53867,0,0,0.00761125,0.291889,-3.69173,101.65,301.451,-14.8896,767.683,345.658,345.658,345.658,79.7512,-54.3678,68.5855,264.643,0.0929293,371.032,244.497,244.497,244.497,-88.8712,-11.3423,-9.89595,,,,,,,19.1712,0.316951,-9.21501,0.0313863,-0.112407,1.58065,42.9506,-12.8812,0.724247,0,0,-0.000522807,24.0145,-4.89874,-39.0603,-0.179278,0.167053,0.548283,-23.6175,27.6317,0.670996,0,0,0.0157484,,,,16.518,-2.26103,-1.8688,-11.7988,25.7079,137.189,312.934,-167.434,386.809,393.447,393.447,393.447,79.7512,-54.3678,68.5855,250.637,80.3639,369.451,81.4991,81.4992,81.4992,-14.6179,11.5,91.4844,382.981,-27.6489,1115.42,185.434,185.434,185.434,13.1297,0,0,13.7588,-2.88621,17.2344,-0.148261,-0.0342821,-0.0265305,-11.0607,-3.38575e-15,1.7266,0,0,-0.0151284,4.06102,-19.5616,77.5935,547.246,63.7634,778.039,358.475,358.475,358.475,40.1361,-69.0321,76.2154,645.538,-5.97762,367.508,246.616,246.616,246.616,-72.3082,-10.1114,-14.3418,,,,,,,30.5452,-10.5431,-13.0222,0.771391,-0.263037,1.60606,-169.618,86.1161,-22.2423,0,0,0.226583,46.8936,-4.70455,-18.3402,-0.170971,-0.216531,0.677498,-31.4406,47.5607,1.4436,0,0,0.127703,,,,16.518,2.26103,1.8688,-32.4419,11.48,56.089,584.121,-159.268,430.034,396.982,396.982,396.982,40.1361,-69.0321,76.2154,665.901,69.8992,343.304,82.2055,82.2055,82.2055
272,0,20.7586,0,0,25.9917,-6.63126,36.0251,-0.139835,0.0294986,-0.00490017,-17.1619,-3.06272e-15,3.57075,0,0,0.0075374,0.284042,-3.67199,101.649,301.119,-14.0433,767.405,345.678,345.678,345.678,79.7425,-54.3259,68.5767,264.627,0.162461,371.002,244.497,244.497,244.497,-88.8459,-11.369,-9.89997,,,,,,,19.1376,0.245806,-9.26554,0.0391933,-0.120962,1.5806,41.7111,-15.6928,0.828827,0,0,-0.000781227,24.1202,-4.86386,-39.0159,-0.181182,0.163843,0.548796,-23.8986,27.4428,0.681958,0,0,0.0151673,,,,16.5002,-2.30465,-1.79896,-11.9167,25.8156,137.122,312.935,-167.353,386.843,393.452,393.452,393.452,79.7425,-54.3259,68.5767,250.615,80.4318,369.385,81.4992,81.4992,81.4992,-14.6435,11.4414,91.4222,382.681,-26.7859,1115.27,185.434,185.434,185.434,12.783,0,0,13.3807,-2.85756,17.0415,-0.149046,-0.032931,-0.0287242,-11.5006,-2.50452e-15,1.31684,0,0,-0.0169429,4.29087,-19.8708,77.6166,547.411,66.6476,778.563,358.549,358.549,358.549,39.824,-68.4171,76.388,645.633,-5.5153,367.351,246.616,246.616,246.616,-71.6555,-9.88052,-14.3002,,,,,,,30.8873,-10.5594,-12.8952,0.784317,-0.259188,1.60403,-171.961,84.2673,-22.5767,0,0,0.234969,47.525,-4.76984,-18.0275,-0.175599,-0.215227,0.67729,-31.861,47.1729,1.06272,0,0,0.129358,,,,16.5002,2.30465,1.79896,-32.6952,11.7072,56.3858,584.387,-158.115,431.709,396.962,396.962,396.962,39.8239,-68.417,76.388,665.938,70.0949,342.281,82.2055,82.2055,82.2055
273,0,20.8543,0,0,26.09,-6.61599,35.9554,-0.139739,0.0295402,-0.00522555,-17.1837,-3.52217e-15,3.60126,0,0,0.00748429,0.273657,-3.64983,101.648,300.794,-13.2059,767.128,345.698,345.698,345.698,79.7335,-54.2844,68.5684,264.61,0.229579,370.971,244.497,244.497,244.497,-88.8206,-11.3951,-9.90404,,,,,,,19.0998,0.174927,-9.31888,0.0467974,-0.130381,1.58071,40.536,-18.5035,0.916553,0,0,-0.00109987,24.2218,-4.83033,-38.9683,-0.183102,0.16074,0.549277,-24.1306,27.2548,0.690357,0,0,0.0145876,,,,16.4813,-2.34775,-1.72774,-12.033,25.9224,137.053,312.936,-167.275,386.879,393.456,393.456,393.456,79.7335,-54.2844,68.5684,250.592,80.4972,369.319,81.4992,81.4991,81.4991,-14.6678,11.382,91.3585,382.388,-25.916,1115.12,185.434,185.434,185.434,12.4201,0,0,12.9868,-2.82938,16.8514,-0.149869,-0.0315906,-0.0311756,-12.04,3.43213e-15,0.892114,0,0,-0.0189548,4.52523,-20.1859,77.6432,547.582,69.574,779.117,358.62,358.619,358.62,39.5038,-67.784,76.5635,645.723,-5.04431,367.196,246.616,246.616,246.616,-70.9849,-9.64337,-14.2538,,,,,,,31.2357,-10.5754,-12.7618,0.795228,-0.25567,1.60182,-173.276,82.3474,-22.896,0,0,0.241753,48.164,-4.83307,-17.7142,-0.181223,-0.213954,0.675977,-32.2782,46.7556,0.666816,0,0,0.130906,,,,16.4813,2.34775,1.72774,-32.9484,11.9371,56.6856,584.663,-156.915,433.428,396.937,396.937,396.937,39.5038,-67.7839,76.5635,665.963,70.2828,341.237,82.2055,82.2055,82.2055
274,0,20.9492,0,0,26.1862,-6.60015,35.8828,-0.139637,0.0295374,-0.00560198,-17.2074,4.78838e-16,3.6182,0,0,0.00744349,0.260698,-3.62554,101.65,300.48,-12.3755,766.851,345.719,345.719,345.719,79.7245,-54.2433,68.5606,264.593,0.293961,370.942,244.497,244.497,244.497,-88.7954,-11.4207,-9.90824,,,,,,,19.0577,0.104197,-9.37572,0.0523771,-0.140343,1.58087,39.9854,-21.3272,1.01225,0,0,-0.00140021,24.3195,-4.79881,-38.9162,-0.185636,0.15797,0.549441,-24.4341,27.0844,0.686466,0,0,0.0140554,,,,16.4613,-2.39063,-1.65501,-12.1479,26.0284,136.981,312.936,-167.199,386.914,393.46,393.46,393.46,79.7245,-54.2434,68.5606,250.569,80.5598,369.254,81.4991,81.4992,81.4992,-14.6911,11.3216,91.2934,382.101,-25.0385,1114.97,185.434,185.434,185.434,12.0415,0,0,12.5778,-2.8016,16.6636,-0.150824,-0.0299848,-0.0338047,-12.6975,4.82353e-15,0.420602,0,0,-0.0212309,4.76398,-20.5065,77.6739,547.758,72.5422,779.701,358.687,358.687,358.687,39.1764,-67.1332,76.7423,645.804,-4.56451,367.044,246.616,246.616,246.616,-70.2969,-9.4006,-14.2017,,,,,,,31.59,-10.5905,-12.6213,0.802725,-0.25147,1.59892,-173.289,79.9311,-23.0811,0,0,0.246472,48.8104,-4.89385,-17.3997,-0.188138,-0.212087,0.673275,-32.7152,46.1211,0.225086,0,0,0.132199,,,,16.4613,2.39063,1.65501,-33.2015,12.1699,56.9895,584.948,-155.667,435.192,396.908,396.908,396.908,39.1764,-67.1332,76.7423,665.972,70.4628,340.176,82.2055,82.2055,82.2055
275,0,21.0437,0,0,26.2803,-6.58354,35.8067,-0.139438,0.0295445,-0.00588813,-17.2197,-2.98644e-15,3.62624,0,0,0.00740757,0.245064,-3.59937,101.654,300.178,-11.5508,766.575,345.738,345.738,345.738,79.7157,-54.2026,68.5531,264.575,0.355267,370.913,244.497,244.497,244.497,-88.7704,-11.446,-9.9127,,,,,,,19.0115,0.0335612,-9.43661,0.0558473,-0.150463,1.58098,40.0208,-23.943,1.08894,0,0,-0.00158653,24.4136,-4.7699,-38.8584,-0.188437,0.15574,0.54918,-24.7102,26.9363,0.676721,0,0,0.0135115,,,,16.4399,-2.43352,-1.58066,-12.2614,26.1337,136.906,312.937,-167.126,386.95,393.464,393.464,393.464,79.7157,-54.2026,68.5531,250.545,80.6192,369.19,81.4992,81.4992,81.4992,-14.7135,11.2599,91.2266,381.821,-24.1527,1114.82,185.434,185.434,185.434,11.6482,0,0,12.1545,-2.7741,16.4774,-0.151782,-0.0283743,-0.0364534,-13.4632,2.7828e-15,-0.0646129,0,0,-0.0237295,5.00687,-20.8325,77.7098,547.939,75.5514,780.315,358.752,358.752,358.752,38.8426,-66.4656,76.9247,645.874,-4.07554,366.898,246.616,246.616,246.616,-69.5928,-9.153,-14.1431,,,,,,,31.95,-10.6042,-12.4728,0.807313,-0.248355,1.59515,-172.27,77.7013,-23.2944,0,0,0.249252,49.4638,-4.95143,-17.0835,-0.195461,-0.210446,0.668853,-32.9505,45.4508,-0.229362,0,0,0.132739,,,,16.4399,2.43352,1.58066,-33.4542,12.4056,57.2988,585.243,-154.373,436.999,396.876,396.876,396.876,38.8426,-66.4655,76.9247,665.96,70.6352,339.103,82.2055,82.2055,82.2055
276,0,21.1379,0,0,26.3725,-6.56606,35.7263,-0.139392,0.029471,-0.00616192,-17.2486,1.55355e-15,3.61316,0,0,0.00737767,0.226617,-3.57144,101.661,299.889,-10.7308,766.3,345.756,345.756,345.756,79.7073,-54.162,68.5459,264.557,0.413249,370.885,244.497,244.497,244.497,-88.7457,-11.471,-9.91747,,,,,,,18.9612,-0.0371827,-9.50197,0.0564685,-0.160087,1.58126,40.8904,-26.2785,1.155,0,0,-0.00155447,24.504,-4.74414,-38.7943,-0.191791,0.154256,0.548611,-25.0299,26.8107,0.64557,0,0,0.0129673,,,,16.4173,-2.47677,-1.50457,-12.3733,26.2386,136.827,312.938,-167.057,386.986,393.472,393.471,393.472,79.7073,-54.162,68.5459,250.521,80.6753,369.128,81.4992,81.4991,81.4992,-14.7351,11.1966,91.1583,381.55,-23.2579,1114.68,185.434,185.434,185.434,11.2412,0,0,11.7181,-2.74678,16.292,-0.152884,-0.0265442,-0.0391887,-14.3597,-4.63801e-15,-0.587646,0,0,-0.0265124,5.25348,-21.1634,77.7525,548.122,78.5998,780.957,358.817,358.817,358.817,38.5036,-65.7818,77.1111,645.931,-3.57676,366.76,246.616,246.616,246.616,-68.8736,-8.9015,-14.0769,,,,,,,32.3152,-10.6157,-12.315,0.807363,-0.245044,1.59016,-169.804,75.115,-23.3725,0,0,0.249444,50.1234,-5.00494,-16.7653,-0.203919,-0.208239,0.662557,-33.1141,44.5496,-0.719742,0,0,0.132642,,,,16.4173,2.47677,1.50457,-33.7064,12.6446,57.6147,585.548,-153.032,438.848,396.841,396.841,396.841,38.5036,-65.7818,77.1111,665.926,70.8008,338.021,82.2055,82.2055,82.2055
